Year,City,Sport,Discipline,Athlete,Country_Code,Country,Gender,Event,Medal,Country_Population,Country_GDP_per_Capita
2004,Athens,Football,Football,"RODRIGUEZ, Clemente Juan",ARG,Argentina,Men,Football,Gold,43416755,13431.87834
2004,Athens,Football,Football,"SAVIOLA, Javier",ARG,Argentina,Men,Football,Gold,43416755,13431.87834
2004,Athens,Football,Football,"TEVEZ, Carlos",ARG,Argentina,Men,Football,Gold,43416755,13431.87834
2004,Athens,Football,Football,"BAREIRO, Fredy",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"BARRETO, Diego",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"BARRETO, Edgar",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"BENITEZ, Pedro",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"CARDOZO, Jose",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"CRISTALDO, Ernesto",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"DEVACA, Jose",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"DIAZ, Osvaldo",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"ENCISO, Julio Cesar",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"ESQUIVEL, Celso",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"FIGUEREDO, Diego",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"GAMARRA, Carlos",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"GIMENEZ, Pablo",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"GONZALEZ, Julio",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"MANZUR, Julio",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"MARTINEZ, Emilio",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"TORRES, Aureliano",PAR,Paraguay,Men,Football,Silver,6639123,4080.951448
2004,Athens,Football,Football,"BACHOR, Isabell",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"FUSS, Sonja",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"GAREFREKES, Kerstin",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"GUENTHER, Sarah",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"HINGST, Ariane",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"JONES, Steffi",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"LINGOR, Renate",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"MINNERT, Sandra",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"MUELLER, Martina",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"ODEBRECHT, Viola",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"OMILADE, Navina",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"POHLERS, Conny",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"PRINZ, Birgit",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"ROTTENBERG, Silke",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"STEGEMANN, Kerstin",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"WIMBERSKY, Petra",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"WUNDERLICH, Pia",GER,Germany,Women,Football,Bronze,81413145,41313.31399
2004,Athens,Football,Football,"BOXX, Shannon",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"CHASTAIN, Brandi",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"FAWCETT, Joy",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"HAMM, Mia",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"HUCLES, Angela",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"LILLY, Kristine",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"MARKGRAF, Kate",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"MITTS, Heather",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"O REILLY, Heather",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"PARLOW, Cindy",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"RAMPONE, Christie",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"REDDICK, Cat",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"SCURRY, Briana",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"TARPLEY, Lindsay",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"WAGNER, Aly",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,"WAMBACH, Abby",USA,United States,Women,Football,Gold,321418820,56115.71843
2004,Athens,Football,Football,ALINE,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,ANDREIA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,CRISTIANE,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,DANIELA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,ELAINE,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,FORMIGA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,GRAZIELLE,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,JULIANA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,KELLY,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,MARTA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,MAYCON,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,MONICA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,PRETINHA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,"RENATA COSTA, Costa",BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,ROSANA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,ROSELI,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Football,Football,TANIA,BRA,Brazil,Women,Football,Silver,207847528,8538.589975
2004,Athens,Gymnastics,Artistic G.,"PATTERSON, Carly",USA,United States,Women,Balance Beam,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"IOVTCHEV, Iordan",BUL,Bulgaria,Men,Floor Exercises,Bronze,7177991,6993.47736
2004,Athens,Gymnastics,Artistic G.,"SHEWFELT, Kyle",CAN,Canada,Men,Floor Exercises,Gold,35851774,43248.52991
2004,Athens,Gymnastics,Artistic G.,"MORENO, Patricia",ESP,Spain,Women,Floor Exercises,Bronze,46418269,25831.58231
2004,Athens,Gymnastics,Artistic G.,"YONEDA, Isao",JPN,Japan,Men,Horizontal Bar,Bronze,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"CASSINA, Igor",ITA,Italy,Men,Horizontal Bar,Gold,60802085,29957.80432
2004,Athens,Gymnastics,Artistic G.,"HAMM, Paul",USA,United States,Men,Horizontal Bar,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"YANG, Tae Young",KOR,"Korea, South",Men,Individual All-Round,Bronze,50617045,27221.52405
2004,Athens,Gymnastics,Artistic G.,"HAMM, Paul",USA,United States,Men,Individual All-Round,Gold,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"KIM, Dae Eun",KOR,"Korea, South",Men,Individual All-Round,Silver,50617045,27221.52405
2004,Athens,Gymnastics,Artistic G.,"ZHANG, Nan",CHN,China,Women,Individual All-Round,Bronze,1371220000,8027.68381
2004,Athens,Gymnastics,Artistic G.,"PATTERSON, Carly",USA,United States,Women,Individual All-Round,Gold,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"KHORKINA, Svetlana",RUS,Russia,Women,Individual All-Round,Silver,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"LI, Xiaopeng",CHN,China,Men,Parallel Bars,Bronze,1371220000,8027.68381
2004,Athens,Gymnastics,Artistic G.,"GONCHAROV, Valeri",UKR,Ukraine,Men,Parallel Bars,Gold,45198200,2114.954716
2004,Athens,Gymnastics,Artistic G.,"TOMITA, Hiroyuki",JPN,Japan,Men,Parallel Bars,Silver,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"KASHIMA, Takehiro",JPN,Japan,Men,Pommel Horse,Bronze,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"TENG, Haibin",CHN,China,Men,Pommel Horse,Gold,1371220000,8027.68381
2004,Athens,Gymnastics,Artistic G.,"CHECHI, Juri",ITA,Italy,Men,Rings,Bronze,60802085,29957.80432
2004,Athens,Gymnastics,Artistic G.,"TAMPAKOS, Dimosthenis",GRE,Greece,Men,Rings,Gold,10823732,18002.23058
2004,Athens,Gymnastics,Artistic G.,"IOVTCHEV, Iordan",BUL,Bulgaria,Men,Rings,Silver,7177991,6993.47736
2004,Athens,Gymnastics,Artistic G.,"KASHIMA, Takehiro",JPN,Japan,Men,Team Competition,Gold,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"MIZUTORI, Hisashi",JPN,Japan,Men,Team Competition,Gold,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"NAKANO, Daisuke",JPN,Japan,Men,Team Competition,Gold,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"TOMITA, Hiroyuki",JPN,Japan,Men,Team Competition,Gold,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"TSUKAHARA, Naoya",JPN,Japan,Men,Team Competition,Gold,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"YONEDA, Isao",JPN,Japan,Men,Team Competition,Gold,126958472,32477.21514
2004,Athens,Gymnastics,Artistic G.,"GATSON, Jason",USA,United States,Men,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"HAMM, Morgan",USA,United States,Men,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"HAMM, Paul",USA,United States,Men,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"MCCLURE, Brett",USA,United States,Men,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"WILSON, Blaine",USA,United States,Men,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"YOUNG, Guard",USA,United States,Men,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"EZHOVA, Liudmila",RUS,Russia,Women,Team Competition,Bronze,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"KHORKINA, Svetlana",RUS,Russia,Women,Team Competition,Bronze,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"KRIOUTCHKOVA, Maria",RUS,Russia,Women,Team Competition,Bronze,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"PAVLOVA, Anna",RUS,Russia,Women,Team Competition,Bronze,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"ZAMOLODCHIKOVA, Elena",RUS,Russia,Women,Team Competition,Bronze,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"ZIGANCHINA, Natalia",RUS,Russia,Women,Team Competition,Bronze,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"BHARDWAJ, Mohini",USA,United States,Women,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"HATCH, Annia",USA,United States,Women,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"HUMPHREY, Terin",USA,United States,Women,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"KUPETS, Courtney",USA,United States,Women,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"MCCOOL, Courtney",USA,United States,Women,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"PATTERSON, Carly",USA,United States,Women,Team Competition,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"KUPETS, Courtney",USA,United States,Women,Uneven Bars,Bronze,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"LEPENNEC, Emilie",FRA,France,Women,Uneven Bars,Gold,66808385,36205.5681
2004,Athens,Gymnastics,Artistic G.,"HUMPHREY, Terin",USA,United States,Women,Uneven Bars,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Artistic G.,"DEFERR, Gervasio",ESP,Spain,Men,Vault,Gold,46418269,25831.58231
2004,Athens,Gymnastics,Artistic G.,"SAPRONENKO, Evgeni",LAT,Latvia,Men,Vault,Silver,1978440,13648.54756
2004,Athens,Gymnastics,Artistic G.,"PAVLOVA, Anna",RUS,Russia,Women,Vault,Bronze,144096812,9092.580536
2004,Athens,Gymnastics,Artistic G.,"HATCH, Annia",USA,United States,Women,Vault,Silver,321418820,56115.71843
2004,Athens,Gymnastics,Rhythmic G.,"ILIEVA, Zhaneta",BUL,Bulgaria,Women,Group Competition,Bronze,7177991,6993.47736
2004,Athens,Gymnastics,Rhythmic G.,"KEZHOVA, Eleonora",BUL,Bulgaria,Women,Group Competition,Bronze,7177991,6993.47736
2004,Athens,Gymnastics,Rhythmic G.,"MARINOVA, Zornitsa",BUL,Bulgaria,Women,Group Competition,Bronze,7177991,6993.47736
2004,Athens,Gymnastics,Rhythmic G.,"RANGUELOVA, Kristina",BUL,Bulgaria,Women,Group Competition,Bronze,7177991,6993.47736
2004,Athens,Gymnastics,Rhythmic G.,"TANCHEVA, Galina",BUL,Bulgaria,Women,Group Competition,Bronze,7177991,6993.47736
2004,Athens,Gymnastics,Rhythmic G.,"TANCHEVA, Vladislava",BUL,Bulgaria,Women,Group Competition,Bronze,7177991,6993.47736
2004,Athens,Gymnastics,Rhythmic G.,"BELUGUINA, Olesia",RUS,Russia,Women,Group Competition,Gold,144096812,9092.580536
2004,Athens,Gymnastics,Rhythmic G.,"GLATSKIKH, Olga",RUS,Russia,Women,Group Competition,Gold,144096812,9092.580536
2004,Athens,Gymnastics,Rhythmic G.,"KURBAKOVA, Tatiana",RUS,Russia,Women,Group Competition,Gold,144096812,9092.580536
2004,Athens,Gymnastics,Rhythmic G.,"LAVROVA, Natalia",RUS,Russia,Women,Group Competition,Gold,144096812,9092.580536
2004,Athens,Gymnastics,Rhythmic G.,"MURZINA, Elena",RUS,Russia,Women,Group Competition,Gold,144096812,9092.580536
2004,Athens,Gymnastics,Rhythmic G.,"POSEVINA, Elena",RUS,Russia,Women,Group Competition,Gold,144096812,9092.580536
2004,Athens,Gymnastics,Rhythmic G.,"BLANCHI, Elisa",ITA,Italy,Women,Group Competition,Silver,60802085,29957.80432
2004,Athens,Gymnastics,Rhythmic G.,"D'OTTAVIO, Fabrizia",ITA,Italy,Women,Group Competition,Silver,60802085,29957.80432
2004,Athens,Gymnastics,Rhythmic G.,"FALCA, Marinella",ITA,Italy,Women,Group Competition,Silver,60802085,29957.80432
2004,Athens,Gymnastics,Rhythmic G.,"MASSERONI, Daniela",ITA,Italy,Women,Group Competition,Silver,60802085,29957.80432
2004,Athens,Gymnastics,Rhythmic G.,"SANTONI, Elisa",ITA,Italy,Women,Group Competition,Silver,60802085,29957.80432
2004,Athens,Gymnastics,Rhythmic G.,"VERNIZZI, Laura",ITA,Italy,Women,Group Competition,Silver,60802085,29957.80432
2004,Athens,Gymnastics,Rhythmic G.,"BESSONOVA, Anna",UKR,Ukraine,Women,Individual All-Round,Bronze,45198200,2114.954716
2004,Athens,Gymnastics,Rhythmic G.,"KABAEVA, Alina",RUS,Russia,Women,Individual All-Round,Gold,144096812,9092.580536
2004,Athens,Gymnastics,Rhythmic G.,"TCHACHINA, Irina",RUS,Russia,Women,Individual All-Round,Silver,144096812,9092.580536
2004,Athens,Gymnastics,Trampoline,"STEHLIK, Henrik",GER,Germany,Men,Individual,Bronze,81413145,41313.31399
2004,Athens,Gymnastics,Trampoline,"NIKITIN, Yuri",UKR,Ukraine,Men,Individual,Gold,45198200,2114.954716
2004,Athens,Gymnastics,Trampoline,"MOSKALENKO, Alexander",RUS,Russia,Men,Individual,Silver,144096812,9092.580536
2004,Athens,Gymnastics,Trampoline,"HUANG, Shanshan",CHN,China,Women,Individual,Bronze,1371220000,8027.68381
2004,Athens,Gymnastics,Trampoline,"DOGONADZE, Anna",GER,Germany,Women,Individual,Gold,81413145,41313.31399
2004,Athens,Gymnastics,Trampoline,"COCKBURN, Karen",CAN,Canada,Women,Individual,Silver,35851774,43248.52991
2004,Athens,Handball,Handball,"BASHKIN, Pavel",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"CHIPURIN, Mikhail",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"GORBATIKOV, Alexander",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"GORPICHIN, Viatcheslav",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"IVANOV, Vitali",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"KOKCHAROV, Eduard",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"KOSTYGOV, Alexey",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"KRIVOSHLYKOV, Denis",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"KULESHOV, Oleg",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"LAVROV, Andrey",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"POGORELOV, Serguei",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"RASTVORTSEV, Alexey",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"TORGOVANOV, Dmitri",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"TUCHKIN, Alexandre",RUS,Russia,Men,Handball,Bronze,144096812,9092.580536
2004,Athens,Handball,Handball,"BALIC, Ivano",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"DOMINIKOVIC, Davor",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"DZOMBA, Mirza",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"GOLUZA, Slavko",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"KALEB, Niksa",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"LACKOVIC, Blazenko",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"LOSERT, Venio",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"MATOSEVIC, Valter",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"METLICIC, Petar",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"SOLA, Vlado",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"SPOLJARIC, Denis",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"SPREM, Goran",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"VORI, Igor",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"ZRNIC, Vedran",CRO,Croatia,Men,Handball,Gold,4224404,11535.82936
2004,Athens,Handball,Handball,"BAUR, Markus",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"DRAGUNSKI, Mark",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"FRITZ, Henning",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"HENS, Pascal",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"IMMEL, Jan Olaf",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"JANSEN, Torsten",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"KEHRMANN, Florian",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"KRETZSCHMAR, Stefan",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"PETERSEN, Klaus-Dieter",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"RAMOTA, Christian",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"SCHWARZER, Christian",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"STEPHAN, Daniel",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"VON BEHREN, Frank",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"ZEITZ, Christian",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"ZERBE, Volker",GER,Germany,Men,Handball,Silver,81413145,41313.31399
2004,Athens,Handball,Handball,"BORODINA, Anastasiya",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"BORYSENKO, Nataliya",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"BURMYSTROVA, Ganna",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"HONCHAROVA, Iryna",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"LYAPINA, Nataliya",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"MARKUSHEVSKA, Galyna",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"RADCHENKO, Olena",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"RAYHEL, Oxana",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"SHEVCHENKO, Lyudmyla",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"SHINKARENKO, Tetyana",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"SIUKALO, Ganna",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"TSYGITSA, Olena",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"VERGELYUK, Maryna",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"YATSENKO, Olena",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"ZASPA, Larysa",UKR,Ukraine,Women,Handball,Bronze,45198200,2114.954716
2004,Athens,Handball,Handball,"ANDERSEN, Kristine",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"BROEDSGAARD, Karen",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"DAUGAARD, Line",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"FRUELUND, Katrine",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"JENSEN, Trine",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"JOERGENSEN, Rikke Hoerlykke",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"KIAERSKOU, Lotte",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"MIKKELSEN, Henriette Roende",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"MORTENSEN, Karin Oernhoej",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"NOERGAARD, Louise Bager",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"SCHMIDT, Rikke",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"SKOV, Rikke",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"THOMSEN, Camilla Ingemann",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"TOURAY, Josephine",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"VESTERGAARD LARSEN, Mette",DEN,Denmark,Women,Handball,Gold,5676002,51989.29347
2004,Athens,Handball,Handball,"CHOI, Im Jeong",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"HUH, Soonyoung",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"HUH, Young Sook",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"JANG, So Hee",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"KIM, Cha Youn",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"KIM, Hyun Ok",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"LEE, Gong Joo",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"LEE, Sang-Eun",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"LIM, O Kyeong",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"MOON, Kyeong Ha",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"MOON, Pil Hee",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
2004,Athens,Handball,Handball,"MYOUNG, Bok Hee",KOR,"Korea, South",Women,Handball,Silver,50617045,27221.52405
