Id,Title,Year,Runtime,Country,imdbRating,imdbVotes,Budget,Gross,WinsNoms,IsGoodRating
111470,A Good Year,2006,117,"USA, UK",6.9,70620,35000000,42064105,3,0
111474,Saw III,2006,108,"USA, Canada",6.2,142476,10000000,163876815,5,0
111484,The Grudge 2,2006,102,"USA, Japan",5,38599,20000000,70743839,3,0
111488,Shortbus,2006,101,USA,6.5,27415,2000000,1985292,13,1
111505,The Covenant,2006,97,USA,5.3,39498,20000000,38164784,0,0
111517,The Illusionist,2006,110,"USA, Czech Republic",7.6,294919,16500000,83792062,20,1
111534,My Super Ex-Girlfriend,2006,95,USA,5.1,53835,30000000,60772856,2,1
111539,"You, Me and Dupree",2006,110,USA,5.6,68371,54000000,130402010,4,0
111543,The Devil Wears Prada,2006,109,"USA, France",6.8,286882,35000000,326073155,66,1
111548,Krrish,2006,154,India,6.3,12214,10000000,32430721,21,1
111552,The Lake House,2006,99,USA,6.8,114319,40000000,114830111,4,0
111558,Peaceful Warrior,2006,120,"Germany, USA",7.3,20413,10000000,3260179,0,0
111559,The Break-Up,2006,106,USA,5.8,102263,52000000,205727307,7,0
111563,See No Evil,2006,84,"USA, Australia",5.1,21834,8000000,18828036,0,0
111585,Silent Hill,2006,125,"Canada, France, Japan",6.6,172696,50000000,94704227,8,0
111593,The Benchwarmers,2006,80,USA,5.6,40555,35000000,65063726,7,0
111600,Larry the Cable Guy: Health Inspector,2006,89,USA,3.1,9107,17000000,15680099,3,0
111601,Stay Alive,2006,85,USA,5.1,25833,20000000,23187506,0,0
111606,She's the Man,2006,105,"USA, Canada",6.4,116532,25000000,55279608,7,0
111608,The Hills Have Eyes,2006,107,USA,6.4,129486,17000000,70355813,9,1
111609,Failure to Launch,2006,97,USA,5.6,58455,50000000,128402901,5,0
111616,Madea's Family Reunion,2006,107,USA,5,8951,10000000,63320521,7,0
111620,Date Movie,2006,83,"USA, Switzerland",2.7,50348,20000000,85146165,5,0
111622,Final Destination 3,2006,93,"Germany, USA, Canada",5.8,102967,25000000,112798051,6,0
111639,The Call of Cthulhu,2005,47,USA,7.3,6254,50000,50000,1,1
111652,The Family Stone,2005,103,USA,6.3,49038,18000000,92357499,12,1
111656,Memoirs of a Geisha,2005,145,USA,7.3,119160,85000000,161510853,71,1
111659,Rent,2005,135,USA,7,41744,40000000,31670620,22,1
111662,Pride & Prejudice,2005,129,"France, UK, USA",7.8,193484,28000000,126549607,69,1
111667,Saw II,2005,93,"USA, Canada",6.6,188479,5000000,152925093,10,0
111671,Shopgirl,2005,106,USA,6.4,21229,7500000,11758418,8,1
111675,Doom,2005,105,"UK, Czech Republic, Germany, USA",5.2,88104,70000000,54612337,3,0
111678,Elizabethtown,2005,123,USA,6.4,58740,54000000,50719373,6,0
111679,The Dark Hours,2005,80,Canada,6.1,4755,400000,423,13,1
111696,Just Like Heaven,2005,95,USA,6.7,82811,58000000,100687083,2,1
111697,The Exorcism of Emily Rose,2005,119,USA,6.7,96387,18000000,144529078,12,0
111701,A Sound of Thunder,2005,101,"UK, USA, Germany, Czech Republic",4.2,16484,80000000,6300451,4,0
111702,The Constant Gardener,2005,129,"UK, Germany, USA, China",7.5,111315,25500000,86301599,98,1
111703,Undiscovered,2005,97,"Germany, USA",4.2,2594,9000000,1069318,3,0
111704,The Cave,2005,97,"USA, Germany, Romania",5.1,28605,30000000,27147991,0,0
111707,The 40-Year-Old Virgin,2005,116,USA,7.1,313238,26000000,177344230,28,1
111708,Supercross,2005,80,USA,4,3926,30000000,3252550,0,0
111711,The Skeleton Key,2005,104,"USA, Germany",6.5,87459,40000000,92256918,5,1
111717,Must Love Dogs,2005,98,USA,5.9,25841,35000000,58894863,1,0
111720,The Devil's Rejects,2005,107,"USA, Germany",6.9,76263,7000000,20940428,15,1
111722,The Island,2005,136,USA,6.9,262934,120000000,163018913,7,1
111731,The Perfect Man,2005,100,USA,5.5,23510,10000000,19535005,5,0
111746,A Lot Like Love,2005,107,USA,6.6,58275,25000000,47835784,4,0
111748,The Amityville Horror,2005,90,USA,6,80914,18500000,109175673,6,0
111752,The Ring Two,2005,110,USA,5.4,70982,50000000,161941727,13,0
111757,The Wedding Date,2005,90,USA,6.1,38232,15000000,47175038,0,0
111759,White Noise,2005,101,"UK, Canada, USA",5.5,41739,10000000,92094360,3,0
111763,The Phantom of the Opera,2004,143,"UK, USA",7.4,96724,55000000,154605868,44,0
111764,Mar adentro,2004,19,Mexico,7.6,32,13300000,39686345,0,1
111772,Bridget Jones: The Edge of Reason,2004,108,"UK, France, Germany, Ireland, USA",5.9,74287,50000000,263894551,8,0
111777,The Grudge,2004,91,"USA, Japan",5.9,114878,10000000,187281115,12,1
111781,The Forgotten,2004,91,USA,5.8,57475,50000000,117211892,7,0
111782,Mr 3000,2004,104,USA,5.5,12181,30000000,21827296,6,1
111788,The Princess Diaries 2: Royal Engagement,2004,113,USA,5.7,53496,45000000,122071435,3,0
111789,The Village,2004,108,USA,6.5,193473,71682975,257641634,26,1
111791,A Home at the End of the World,2004,97,"USA, Canada",6.8,12062,6500000,1033810,5,1
111794,A Cinderella Story,2004,95,"USA, Canada",5.9,62797,19000000,70164105,14,0
111804,13 Going on 30,2004,98,USA,6.1,121855,30000000,96439723,11,1
111807,The Girl Next Door,2004,108,USA,6.8,170987,25000000,31635150,6,1
111848,The Battle of Shaker Heights,2003,79,USA,6.1,3812,1000000,839145,0,1
111850,Freddy vs. Jason,2003,97,"USA, Canada, Italy",5.8,89222,25000000,114576403,9,0
111857,Wrong Turn,2003,84,"USA, Germany",6.1,87596,10000000,28649556,3,0
111866,House of 1000 Corpses,2003,89,USA,6,60705,7000000,17005466,11,0
111881,A Guy Thing,2003,101,USA,5.6,14152,20000000,17430594,0,0
111898,The Ring,2002,115,"USA, Japan",7.1,249243,48000000,248218486,25,1
111899,The Rules of Attraction,2002,110,"USA, Germany",6.7,44300,4000000,11799060,5,1
111903,The Four Feathers,2002,132,"UK, USA",6.5,28102,35000000,29882645,0,1
111904,Eye See You,2002,96,"USA, Germany",5.3,19621,55000000,1807990,0,0
111905,Feardotcom,2002,101,"UK, Germany, Luxembourg, USA, Canada",3.3,17301,40000000,13208023,6,0
111917,The Importance of Being Earnest,2002,97,"UK, USA",6.9,18897,15000000,8378141,4,1
111921,Life or Something Like It,2002,103,USA,5.8,19330,40000000,14448589,1,0
111923,The Sweetest Thing,2002,88,USA,5.1,46194,43000000,63078756,5,0
111927,The Singles Ward,2002,102,USA,6.4,1099,500000,1250798,0,1
111930,The Mothman Prophecies,2002,119,USA,6.5,63617,42000000,56438555,3,1
111933,The Majestic,2001,152,USA,6.9,45060,72000000,37306334,4,0
111946,The Musketeer,2001,104,"Germany, Luxembourg, UK, USA",4.7,12853,40000000,27053815,0,0
111950,The Others,2001,104,"USA, Spain",7.6,268428,17000000,207765056,79,1
111952,The Princess Diaries,2001,111,USA,6.2,94376,30000000,165334774,13,1
111955,Crazy/Beautiful,2001,99,USA,6.5,21436,13000000,19929123,5,1
111958,A Knight's Tale,2001,132,USA,6.9,136747,41000000,100622586,14,1
111960,The Forsaken,2001,90,USA,5.3,7327,5000000,6755271,0,0
111984,The Yards,2000,115,USA,6.4,16249,20000000,2282710,5,1
111988,The Broken Hearts Club: A Romantic Comedy,2000,94,USA,7,6084,1000000,2022442,2,1
111991,The Watcher,2000,97,USA,5.3,22248,33000000,47267829,1,0
111997,The Cell,2000,107,"USA, Germany",6.3,79948,35000000,85911226,30,1
112009,Center Stage,2000,115,USA,6.7,15818,18000000,21361109,1,0
112012,The Flintstones in Viva Rock Vegas,2000,90,USA,3.6,15530,58000000,59431365,6,0
112019,Whatever It Takes,2000,94,USA,5.5,7974,15000000,8735529,3,0
112021,The Next Best Thing,2000,108,USA,4.7,9285,25000000,24355762,12,0
112033,Ride with the Devil,1999,138,USA,6.8,11101,35000000,630779,1,1
112039,Bats,1999,91,USA,3.6,8304,6500000,10155691,0,0
112044,The Story of Us,1999,95,USA,5.9,18434,50000000,27100030,5,0
112053,The Thomas Crown Affair,1999,113,USA,6.8,73012,48000000,124304264,5,1
112055,Drop Dead Gorgeous,1999,97,"Germany, USA",6.5,27259,10000000,10571408,4,1
112056,The Haunting,1999,113,USA,4.9,58204,80000000,180188905,14,0
112058,The Wood,1999,106,USA,6.9,6572,6000000,25059640,8,1
112059,The Blair Witch Project,1999,81,USA,6.4,186292,600000,248300000,37,1
112062,An Ideal Husband,1999,97,"UK, USA",6.9,12977,10700000,31341183,21,1
112078,The Faculty,1998,104,USA,6.4,91968,15000000,40283321,8,1
112089,A Night at the Roxbury,1998,82,USA,6.2,48458,17000000,30331165,0,0
112093,Next Stop Wonderland,1998,104,USA,6.7,4194,1000000,3465703,5,1
112097,The Land Girls,1998,111,"UK, France",6.3,1589,8000000,146083,0,1
112101,The Horse Whisperer,1998,170,USA,6.5,32333,60000000,186883563,23,1
112103,The Object of My Affection,1998,111,USA,6,15598,15000000,29145924,2,1
112116,As Good as It Gets,1997,139,USA,7.7,224429,50000000,314111923,86,1
112135,The Saint,1997,116,USA,6.2,52094,90000000,169400000,3,0
112139,The Relic,1997,110,"UK, Germany, Japan, New Zealand, USA",5.7,19229,60000000,33956608,4,0
112141,The English Patient,1996,162,"USA, UK",7.4,142478,35000000,231716374,124,1
112142,The Mirror Has Two Faces,1996,126,USA,6.5,11481,42000000,41267469,14,1
112145,The Ghost and the Darkness,1996,110,"USA, Germany",6.8,46200,55000000,38564422,3,1
112150,The Island of Dr. Moreau,1996,96,USA,4.4,26046,40000000,27682712,10,0
112155,The Nutty Professor,1996,95,USA,5.6,86535,55000000,273814019,20,1
112161,The Pallbearer,1996,98,USA,4.9,6117,8000000,5656388,0,1
112162,The Craft,1996,101,USA,6.2,57070,15000000,55669466,3,1
112167,The American President,1995,114,USA,6.8,43001,62000000,107822813,11,1
112168,The Scarlet Letter,1995,135,USA,5.1,12033,50000000,10359006,11,0
112171,The Brothers McMullen,1995,98,USA,6.6,6372,50000,10426506,5,1
112174,The Incredibly True Adventure of Two Girls in Love,1995,94,USA,6.5,3493,250000,2477155,1,1
112175,The Bridges of Madison County,1995,135,USA,7.5,54657,22000000,175516617,21,1
112177,The Perez Family,1995,113,USA,6.1,1767,11000000,2794056,0,1
112193,The Inkwell,1994,110,USA,6.5,1092,8000000,8864699,0,0
112198,The Remains of the Day,1993,134,"UK, USA",7.9,45692,15000000,63954968,48,1
112199,The Age of Innocence,1993,139,USA,7.2,36069,34000000,32014993,40,1
112203,The Dark Half,1993,122,USA,5.9,11840,15000000,9579068,11,1
112208,Ed and His Dead Mother,1993,93,"USA, UK",6.1,1424,1800000,673,1,1
112217,Alien 3,1992,114,USA,6.4,207321,55000000,158500000,25,1
112219,The Lawnmower Man,1992,108,"UK, USA, Japan",5.4,27748,10000000,32100816,3,0
112220,The Prince of Tides,1991,132,USA,6.6,12552,30000000,74787599,21,1
112228,The Silence of the Lambs,1991,118,USA,8.6,885121,20000000,275726716,87,1
112238,When Harry Met Sally...,1989,96,USA,7.6,148849,16000000,92831115,20,1
112240,A Nightmare on Elm Street 4: The Dream Master,1988,93,USA,5.7,36114,13000000,49369899,11,1
112250,The Lost Boys,1987,97,USA,7.2,92847,8500000,32222567,8,1
112255,A Nightmare on Elm Street 3: Dream Warriors,1987,96,USA,6.6,49657,5000000,44793222,5,1
112258,The Texas Chainsaw Massacre 2,1986,101,USA,5.5,19198,4700000,8025872,2,0
112263,The Return of the Living Dead,1985,91,USA,7.3,39883,4000000,14237880,4,1
112274,The Hotel New Hampshire,1984,109,"UK, Canada, USA",6,6597,7500000,5142858,0,1
112277,The Dead Zone,1983,103,USA,7.2,44799,10000000,20766000,11,1
112297,The Howling,1981,91,USA,6.6,22771,1000000,17985000,4,1
112300,The Blue Lagoon,1980,104,USA,5.7,50087,4500000,47923795,11,0
112302,The Shining,1980,146,"USA, UK",8.4,609049,19000000,44414369,8,1
112306,The Rose,1979,125,USA,6.9,6166,8500000,29200000,16,1
112323,The Front Page,1974,105,USA,7.3,8932,4000000,15000000,6,1
112327,The Exorcist,1973,122,USA,8,283702,12000000,400214478,31,1
112334,The Ballad of Cable Hogue,1970,121,USA,7.3,6336,3716946,5000000,2,1
112356,The Man Who Shot Liberty Valance,1962,123,USA,8.1,53804,32000000,8000000,7,1
112358,The Misfits,1961,124,USA,7.4,12940,4000000,8200000,2,1
112359,The Apartment,1960,125,USA,8.3,109188,30000000,24600000,32,1
112360,Some Like It Hot,1959,120,USA,8.3,174968,28838480,25000000,23,1
112365,The Trouble with Harry,1955,99,USA,7.2,24843,1200000,7000000,5,1
112368,"The Beast from 20,000 Fathoms",1953,80,USA,6.7,4822,210000,5000000,2,1
112369,The Greatest Show on Earth,1952,152,USA,6.7,9451,4000000,36000000,11,1
112371,Red River,1948,133,USA,7.8,21260,3000000,9012000,6,1
112378,You Can't Take It with You,1938,126,USA,8,17835,16440000,4000000,8,1
112379,The Broadway Melody,1929,100,USA,6.3,4544,379000,4358000,3,1
112380,The Big Parade,1925,151,USA,8.3,4837,24500000,22000000,3,1
